ID,duration,wav,semantics,transcript
a4b17517-b825-3a4d-b1ea-c39f93effef4,3.0629375,./data/newmock/Madison_sync/a4b17517-b825-3a4d-b1ea-c39f93effef4/a4b17517-b825-3a4d-b1ea-c39f93effef4.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'madison'}]},NO TONIGHT IN MADISON THERE'S NO CHANCE OF SNO
e0cea629-191d-3f34-b568-f17f10bfd455,5.954,./data/cleanair/e0cea629-191d-3f34-b568-f17f10bfd455/e0cea629-191d-3f34-b568-f17f10bfd455.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'anaheim'}]},ACCORDING TO ARE NOW THE AIR QUALITY IS GOOD WITH AN INDEX OF 2
e3a8a4e8-007f-385a-ad1f-8cc499b403ad,5.6000625,./data/newmock/Portland_sync/e3a8a4e8-007f-385a-ad1f-8cc499b403ad/e3a8a4e8-007f-385a-ad1f-8cc499b403ad.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'portland'}]},NO IT WON'T BE COLD THURSDAY IN PORTLAND EXPECT A HIGH OF SEVENTY NINE AND A LOW OF FIFTY SI
1000d559-263d-377f-a5bd-e2a00d3cf7c3,4.1000625,./data/Reminder/1000d559-263d-377f-a5bd-e2a00d3cf7c3/1000d559-263d-377f-a5bd-e2a00d3cf7c3.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'pick up the kids'}]}, pick up the kids when do you want to be reminde
0fe5d895-8740-3aed-a1cf-d905f41ecca1,4.961,./data/cleantime/0fe5d895-8740-3aed-a1cf-d905f41ecca1/0fe5d895-8740-3aed-a1cf-d905f41ecca1.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'cleveland'}]},TIME IN CLEVELAND OHIO UNITED STATES IS 3:59 P.M
ece4d013-89fc-3c96-bba3-9dcdd7029e9d,2.85925,./data/newmock/Fayetteville_sync/ece4d013-89fc-3c96-bba3-9dcdd7029e9d/ece4d013-89fc-3c96-bba3-9dcdd7029e9d.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'fayetteville'}]},CURRENT TEMPERATURE IN FAYETTEVILLE IS FOURTEEN DEGREE
e83aa817-9ea2-3275-aff1-a05b51b39b49,1.958375,./data/Reminder/e83aa817-9ea2-3275-aff1-a05b51b39b49/e83aa817-9ea2-3275-aff1-a05b51b39b49.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'at six pm'}]}, i'll remind you at 6 p.m
9e9ec5a1-723a-3498-8230-482b1f6df28e,6.950375,./data/newmock/HuntingtonBeach_sync/9e9ec5a1-723a-3498-8230-482b1f6df28e/9e9ec5a1-723a-3498-8230-482b1f6df28e.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'huntington beach'}]},I KNOW TODAY IS NOT PREDICTED TO RAIN IN HUNTINGTON BEACH IT'LL BE SUNNY WITH A FORECASTED HIGH OF TWENTY SIX AND A LOW O
92f34367-cb4f-3bb9-b005-c57479fa0d70,2.687875,./data/Reminder/92f34367-cb4f-3bb9-b005-c57479fa0d70/92f34367-cb4f-3bb9-b005-c57479fa0d70.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on tuesday at eight pm'}]}, got it i'll remind you on tuesday at 8 p.m
0dfd571f-5797-3dcd-98c8-57d17554836f,7.318,./data/cleanair/0dfd571f-5797-3dcd-98c8-57d17554836f/0dfd571f-5797-3dcd-98c8-57d17554836f.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'bakersfield'}]},ACCORDING TO THE AIR QUALITY IN BAKERSFIELD IS GOOD WITH AN INDEX RANGING FROM 26 TO 4
189c9b3b-b945-3a4d-be69-739ca8efa6df,2.8685625,./data/Navigation/cleaned_navi/45sync/189c9b3b-b945-3a4d-be69-739ca8efa6df/189c9b3b-b945-3a4d-be69-739ca8efa6df.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn left'}| {'type': 'road'| 'filler': 'kearny villa road'}]}, in a quarter mile turn left onto kearny villa roa
a3eb8851-1f8b-3fe9-8d8e-dbe3f4513dd4,1.6628125,./data/newmock/Irving_sync/a3eb8851-1f8b-3fe9-8d8e-dbe3f4513dd4/a3eb8851-1f8b-3fe9-8d8e-dbe3f4513dd4.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'irving'}]},TODAY AND TOMORROW IN IRVIN
ca977bdd-df33-32fa-b7ba-5e2797e2d5ef,3.5916875,./data/newmock/SanJose_sync/ca977bdd-df33-32fa-b7ba-5e2797e2d5ef/ca977bdd-df33-32fa-b7ba-5e2797e2d5ef.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'san jose'}]},TONIGHT IN SAN JOSE EXPECTED TEMPERATURE OF SIXTY ONE DEGREE
5e79b293-08a3-3c17-a41b-e0454b24f82f,2.402625,./data/Navigation/cleaned_navi/201sync/5e79b293-08a3-3c17-a41b-e0454b24f82f/5e79b293-08a3-3c17-a41b-e0454b24f82f.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'beagle street'}]}, in a quarter mile turn right onto beagles tre
a36ac956-e4aa-3b7f-be01-b3d9626502e5,5.3940625,./data/newmock/Birmingham_sync/a36ac956-e4aa-3b7f-be01-b3d9626502e5/a36ac956-e4aa-3b7f-be01-b3d9626502e5.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'birmingham'}]},NO IT WON'T BE COLD IN BIRMINGHAM TOMORROW I HAVE TWENTY NINE AND UNLOAD SEVENTEE
66c4cd29-9be4-334b-b263-3f23bde6132f,2.616125,./data/Reminder/66c4cd29-9be4-334b-b263-3f23bde6132f/66c4cd29-9be4-334b-b263-3f23bde6132f.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on wednesday at eight am'}]}, okay i'll remind you on wednesday at 8 a.m
e83f10fd-a4d4-3389-bae1-82c59ee7c849,5.522875,./data/newmock/Phoenix_sync/e83f10fd-a4d4-3389-bae1-82c59ee7c849/e83f10fd-a4d4-3389-bae1-82c59ee7c849.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'phoenix'}]},FRIDAY THROUGH SUNDAY IN PHOENIX IT'LL BE SUNNY WITH HIGHS AROUND NINETY FIVE AND LOWS AROUND SIXTY SI
45b5a5a8-9447-30f4-b0f7-88ad9942bdbd,1.9910625,./data/Reminder/45b5a5a8-9447-30f4-b0f7-88ad9942bdbd/45b5a5a8-9447-30f4-b0f7-88ad9942bdbd.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'at eight pm tonight'}]}, got it i'll remind you at 8 p.m
985f7649-c69c-34f9-8358-b821c018aa3a,2.28275,./data/Reminder/985f7649-c69c-34f9-8358-b821c018aa3a/985f7649-c69c-34f9-8358-b821c018aa3a.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on friday at eight'}]}, sure i'll remind you on friday at 
c56436f6-75ab-3e0b-a1db-507a4e8b12ca,3.412375,./data/newmock/Nashville_sync/c56436f6-75ab-3e0b-a1db-507a4e8b12ca/c56436f6-75ab-3e0b-a1db-507a4e8b12ca.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'nashville'}]},TONIGHT IN NASHVILLE EXPECT A TEMPERATURE OF FIFTY SIX DEGREE
6e1e2a87-4d42-3f1b-963a-d129fde41df6,3.0695625,./data/Reminder/6e1e2a87-4d42-3f1b-963a-d129fde41df6/6e1e2a87-4d42-3f1b-963a-d129fde41df6.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'visit grand ma'}]}, got it visit grandma when do you want to be reminde
56630bad-c1ca-37c4-a5cb-71a97f024e1b,1.2190625,./data/Reminder/56630bad-c1ca-37c4-a5cb-71a97f024e1b/56630bad-c1ca-37c4-a5cb-71a97f024e1b.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on wednesday today at three pm'}]}, alright by diaper
a899e833-adda-3215-a218-67092a99fd350,1.837125,./data/ny_navi/a899e833-adda-3215-a218-67092a99fd35/a899e833-adda-3215-a218-67092a99fd35.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn left'}| {'type': 'road'| 'filler': 'meeker avenue'}]}, TURN LEFT ONTO MEEKER AVENU
7edb5997-3d3a-31c3-8b60-cba81087a9a3,5.085,./data/cleantime/7edb5997-3d3a-31c3-8b60-cba81087a9a3/7edb5997-3d3a-31c3-8b60-cba81087a9a3.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'chesapeake'}]},TIME IN CHESAPEAKE VIRGINIA UNITED STATES IS 7:49 P.M
a16681bb-f518-3e08-8798-d75b9630a835,2.761875,./data/Reminder/a16681bb-f518-3e08-8798-d75b9630a835/a16681bb-f518-3e08-8798-d75b9630a835.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on saturday at seven am'}]}, sure i'll remind you on saturday at 7 a.m
238d4b19-e7b1-35cd-acda-396b44edde52,6.5421875,./data/newmock/Detroit_sync/238d4b19-e7b1-35cd-acda-396b44edde52/238d4b19-e7b1-35cd-acda-396b44edde52.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'detroit'}]},NO IT WON'T RAIN TUESDAY IN DETROIT IT'LL BE PARTLY CLOUDY WITH A HIGH OF SEVENTY FIVE AND A LOW OF FIFTY THRE
bb44f6c3-a31f-3548-89ff-e4e1dfbf360c,2.4355,./data/Navigation/cleaned_navi/168sync/bb44f6c3-a31f-3548-89ff-e4e1dfbf360c/bb44f6c3-a31f-3548-89ff-e4e1dfbf360c.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'miramar road'}]}, continue on miramar road for 4 mile
02ba1832-d196-3842-8aec-832269cd6b65,8.0476875,./data/newmock/Milwaukee_sync/02ba1832-d196-3842-8aec-832269cd6b65/02ba1832-d196-3842-8aec-832269cd6b65.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'milwaukee'}]},ALTHOUGH THERE'S ONLY A VERY SLIGHT CHANCE OF RAIN IN MILWAUKEE TODAY THERE'S A MODERATE CHANCE OF SCATTERED RAIN THE DAY AFTER TOMORROW STARTING AT ABOUT TEN A.M. AND CONTINUIN
68e5fc85-26b5-3f9f-af81-d040a03bab53,4.104125,./data/newmock/Cincinnati_sync/68e5fc85-26b5-3f9f-af81-d040a03bab53/68e5fc85-26b5-3f9f-af81-d040a03bab53.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'cincinnati'}]},CINCINNATI TOMORROW EXPECTED HIGH OF TWENTY THREE AND A LOW OF THIRTEE
ce0109bd-729c-3f7d-af80-1ce56b5c1f0e,6.6915625,./data/newmock/Jacksonville_sync/ce0109bd-729c-3f7d-af80-1ce56b5c1f0e/ce0109bd-729c-3f7d-af80-1ce56b5c1f0e.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'jacksonville'}]},NO IT WON'T BE SUNNY FRIDAY IN JACKSONVILLE IT'LL BE PARTLY CLOUDY WITH A HIGH OF SEVENTY THREE AND A LOW OF SIXT
c2d67fec-f648-3fc7-bb1a-f2e45b86102a,2.7183125,./data/newmock/KansasCity_sync/c2d67fec-f648-3fc7-bb1a-f2e45b86102a/c2d67fec-f648-3fc7-bb1a-f2e45b86102a.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'kansas city'}]},TEMPERATURE IN KANSAS CITY TONIGHT IS PREDICTED TO B
ccf7e0f0-db0a-3197-a263-e058a45bd34c,2.1024375,./data/Reminder/ccf7e0f0-db0a-3197-a263-e058a45bd34c/ccf7e0f0-db0a-3197-a263-e058a45bd34c.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow'}]}, remind me tomorro
87f21cbf-56b2-3b78-bf3d-ddcf271a4398,4.5571875,./data/Navigation/cleaned_navi/96sync/87f21cbf-56b2-3b78-bf3d-ddcf271a4398/87f21cbf-56b2-3b78-bf3d-ddcf271a4398.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'exit seven'}| {'type': 'roadnext'| 'filler': 'i fifteen north'}]}, in one and a half miles to use the right two lanes to take exit 74 i-15 nort
7b9e7b27-0f11-3d25-9eee-46980663e5b4,7.3985625,./data/newmock/Reno_sync/7b9e7b27-0f11-3d25-9eee-46980663e5b4/7b9e7b27-0f11-3d25-9eee-46980663e5b4.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'reno'}]},THERE'S ONLY A VERY SLIGHT CHANCE OF RAIN IN RENO TODAY THERE'S A MODERATE CHANCE OF RAIN ON THURSDAY FROM ABOUT EIGHT A.M. UNTIL AROUND ELEVEN A.M
dc6d287c-88fa-340c-aa8a-ec711a0d04ce,3.03575,./data/newmock/Baltimore_sync/dc6d287c-88fa-340c-aa8a-ec711a0d04ce/dc6d287c-88fa-340c-aa8a-ec711a0d04ce.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'baltimore'}]},NO TODAY IN BALTIMORE THERE'S NO CHANCE OF SNO
5380bd09-8ccf-3c45-9fd0-841034a44227,4.961,./data/cleantime/5380bd09-8ccf-3c45-9fd0-841034a44227/5380bd09-8ccf-3c45-9fd0-841034a44227.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'irving'}]},TIME IN IRVING TEXAS UNITED STATES IS 6:51 P.M
f1244f91-b5ce-36fd-a3c0-cef43e5456af,4.1813125,./data/Navigation/cleaned_navi/29sync/f1244f91-b5ce-36fd-a3c0-cef43e5456af/f1244f91-b5ce-36fd-a3c0-cef43e5456af.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'genesee avenue'}]}, in 1000 feet use the right two lanes to turn right on genesee avenu
b54f1ebd-c08d-3c08-9b36-481cb95a75d2,5.718375,./data/newmock/LasVegas_sync/b54f1ebd-c08d-3c08-9b36-481cb95a75d2/b54f1ebd-c08d-3c08-9b36-481cb95a75d2.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'las vegas'}]},NO IT WON'T BE WINDY THURSDAY IN LAS VEGAS TWELVE MILE PER HOUR WINDS WILL COME FROM THE SOUTH EAS
33db52b3-bc53-3657-9633-0fb97f2d72fe,4.192,./data/Reminder/33db52b3-bc53-3657-9633-0fb97f2d72fe/33db52b3-bc53-3657-9633-0fb97f2d72fe.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'give baby shower'}]}, give baby shower when do you want to be reminde
85801fca-fde1-3827-a4c6-a36e467ba65a,2.77825,./data/Reminder/85801fca-fde1-3827-a4c6-a36e467ba65a/85801fca-fde1-3827-a4c6-a36e467ba65a.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on tuesday at seven pm'}]}, sure i'll remind you on tuesday at 7 p.m
d36c9c44-8b4d-3edd-b85a-4201a54c29cb,4.3019375,./data/Reminder/d36c9c44-8b4d-3edd-b85a-4201a54c29cb/d36c9c44-8b4d-3edd-b85a-4201a54c29cb.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'buy the movie tickets'}]}, buy the movie when do you want to be reminde
c72705d4-f098-3b4d-bdfe-16a86d9358cf,4.3065,./data/Navigation/cleaned_navi/116sync/c72705d4-f098-3b4d-bdfe-16a86d9358cf/c72705d4-f098-3b4d-bdfe-16a86d9358cf.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'exit three'}| {'type': 'roadnext'| 'filler': 'i eight o five north'}]}, in a quarter mile at the right two lanes to take exit 3805 nort
980517fa-7229-35ff-b1ea-f208b384a6ae,3.0144375,./data/Navigation/cleaned_navi/134sync/980517fa-7229-35ff-b1ea-f208b384a6ae/980517fa-7229-35ff-b1ea-f208b384a6ae.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'miramar road'}]}, are the right two lanes to turn right at the miramar roa
8fc112ce-5486-303b-b797-2b67028980eb,4.2635,./data/Reminder/8fc112ce-5486-303b-b797-2b67028980eb/8fc112ce-5486-303b-b797-2b67028980eb.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'check my blood sugar'}]}, check my blood sugar when do you want to be reminde
ca84b5a6-f5eb-3d6e-bf2c-182069ae9d85,7.069,./data/cleanair/ca84b5a6-f5eb-3d6e-bf2c-182069ae9d85/ca84b5a6-f5eb-3d6e-bf2c-182069ae9d85.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'glendale'}]},ACCORDING T
4faea08b-1caa-3309-91b6-0aaab9c02748,5.334,./data/cleanstock/4faea08b-1caa-3309-91b6-0aaab9c02748/4faea08b-1caa-3309-91b6-0aaab9c02748.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'schlumberger nv'}]},SCHLUMBERGER AND BE CLOSED UP 3.2% TODAY AT *54.8
8cb76872-eb93-36f1-be18-ff94abb717d10,2.856125,./data/ny_navi/8cb76872-eb93-36f1-be18-ff94abb717d1/8cb76872-eb93-36f1-be18-ff94abb717d1.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'eleven avenue'}]}, IF ANYONE 11TH AVENUE FOR THREE-QUARTERS OF A MIL
3c6df214-fa37-36c4-bb7d-1136ea54b0c6,1.8799375,./data/Navigation/cleaned_navi/69sync/3c6df214-fa37-36c4-bb7d-1136ea54b0c6/3c6df214-fa37-36c4-bb7d-1136ea54b0c6.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next right'}| {'type': 'road'| 'filler': 'mitscher way'}]}, take the next right onto mission wa
3865bfd6-fe53-3a54-9c50-fbe3e22a5b30,3.7356875,./data/Reminder/3865bfd6-fe53-3a54-9c50-fbe3e22a5b30/3865bfd6-fe53-3a54-9c50-fbe3e22a5b30.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'pay the rent'}]}, pay the rent when do you want to be reminde
