ID,duration,wav,semantics,transcript
c3f12677-45dd-3b9a-ad69-e44c574981f9,3.10375,./data/Navigation/cleaned_navi/104sync/c3f12677-45dd-3b9a-ad69-e44c574981f9/c3f12677-45dd-3b9a-ad69-e44c574981f9.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}| {'type': 'road'| 'filler': 'mira mesa boulevard'}]}, 21 mira mesa boulevard for three-quarters of a mil
0ab89a24-6a2f-369d-b425-f38d82e82bac,3.9175,./data/Reminder/0ab89a24-6a2f-369d-b425-f38d82e82bac/0ab89a24-6a2f-369d-b425-f38d82e82bac.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'call morgan'}]}, call morgan reminde
e8b58894-fc12-3637-a22d-8d4d2678e0c1,4.34,./data/cleanstock/e8b58894-fc12-3637-a22d-8d4d2678e0c1/e8b58894-fc12-3637-a22d-8d4d2678e0c1.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'adobe'}]},ADOBE IS CURRENTLY TRADING AT 320 EUROS IN *0.4
1f957f8c-1179-328f-bc28-dee1091ba1f4,4.589,./data/cleantime/1f957f8c-1179-328f-bc28-dee1091ba1f4/1f957f8c-1179-328f-bc28-dee1091ba1f4.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'gilbert'}]},THE TIME IN GILBERT ARIZONA UNITED STATES IS 6:50 P.M
1bd25ecf-0adc-332b-90b2-21d0e97dd555,3.5964375,./data/newmock/Birmingham_sync/1bd25ecf-0adc-332b-90b2-21d0e97dd555/1bd25ecf-0adc-332b-90b2-21d0e97dd555.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'birmingham'}]},TEMPERATURE TONIGHT IN BIRMINGHAM IS PREDICTED TO BE TWENTY THREE DEGREE
b827e344-9acb-31b5-9be5-3b2286e21da8,3.721,./data/cleansun/b827e344-9acb-31b5-9be5-3b2286e21da8/b827e344-9acb-31b5-9be5-3b2286e21da8.wav,{'action': 'sun'| 'entities': [{'type': 'city'| 'filler': 'cleveland'}]},SUN RISES AT 7:11 A.M
57a1904a-4269-3e22-9e2a-83b5ac2b0066,2.2729375,./data/Navigation/cleaned_navi/170sync/57a1904a-4269-3e22-9e2a-83b5ac2b0066/57a1904a-4269-3e22-9e2a-83b5ac2b0066.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next right'}| {'type': 'road'| 'filler': 'carmel mountain road'}]}, take the next right onto carmel mountain roa
ba099af4-1d74-3166-9b27-370dbd667e45,4.837,./data/cleantime/ba099af4-1d74-3166-9b27-370dbd667e45/ba099af4-1d74-3166-9b27-370dbd667e45.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'durham'}]},TIME IN DURHAM NORTH CAROLIN
ebc6c374-831b-3077-a651-aba77c9a94bd,3.864875,./data/newmock/ColoradoSprings_sync/ebc6c374-831b-3077-a651-aba77c9a94bd/ebc6c374-831b-3077-a651-aba77c9a94bd.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'colorado springs'}]},COLORADO SPRINGS TONIGHT EXPECT A TEMPERATURE OF FIFTY SIX DEGREE
e3f6bf33-e1b2-3185-8991-2469610a1504,3.12,./data/newmock/Columbus_sync/e3f6bf33-e1b2-3185-8991-2469610a1504/e3f6bf33-e1b2-3185-8991-2469610a1504.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'columbus'}]},TODAY IN COLUMBUS THERE'S ONLY A VERY SLIGHT CHANCE OF RAI
ab2e3b59-eb77-3b23-a46b-2f59f02e8e09,6.2111875,./data/newmock/Irving_sync/ab2e3b59-eb77-3b23-a46b-2f59f02e8e09/ab2e3b59-eb77-3b23-a46b-2f59f02e8e09.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'irving'}]},YES TODAY IN IRVING THERE'S A VERY HIGH CHANCE OF SCATTERED RAIN STARTING AT ABOUT THREE PM AND CONTINUING THROUGH THE NIGH
450bafea-e42f-34fa-8b60-1218d512011f,3.6165625,./data/newmock/Fontana_sync/450bafea-e42f-34fa-8b60-1218d512011f/450bafea-e42f-34fa-8b60-1218d512011f.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'fontana'}]},IT'S NOT EXPECTED TO SNOW TONIGHT IN FONTANA IT'LL BE CLEA
e8d44a69-3204-3256-a8da-9d930d0e9d1f,4.093,./data/cleansun/e8d44a69-3204-3256-a8da-9d930d0e9d1f/e8d44a69-3204-3256-a8da-9d930d0e9d1f.wav,{'action': 'sun'| 'entities': [{'type': 'city'| 'filler': 'greensboro'}]},TOMORROW SUNRISE IS AT 6:52 A.M
1d1925cc-0bf3-3563-b3a1-5f556d558f2a,1.584,./data/Navigation/cleaned_navi/245sync/1d1925cc-0bf3-3563-b3a1-5f556d558f2a/1d1925cc-0bf3-3563-b3a1-5f556d558f2a.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'continue'}]}, continue for 2 mile
8bbd0e12-5f56-31f8-b430-62a0f82991e8,4.8135625,./data/Reminder/8bbd0e12-5f56-31f8-b430-62a0f82991e8/8bbd0e12-5f56-31f8-b430-62a0f82991e8.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'use my wic checks'}]}, use my wic checks when do you want to be reminde
9078cf8b-26ce-313a-ad52-5a5053ee1739,3.998125,./data/newmock/Miami_sync/9078cf8b-26ce-313a-ad52-5a5053ee1739/9078cf8b-26ce-313a-ad52-5a5053ee1739.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'miami'}]},MIAMI FRIDAY EXPECT A HIGH OF EIGHTY FOUR AND A LOW OF SEVENTY TW
321b543b-1330-3ead-971e-f8dabe99e6980,4.2634375,./data/ny_navi/321b543b-1330-3ead-971e-f8dabe99e698/321b543b-1330-3ead-971e-f8dabe99e698.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'center street'}| {'type': 'road'| 'filler': 'chambers street'}]}, IN A QUARTER MILE IS THE LEFT TWO LANES TO TAKE THE CENTER STREET CHAMBERS STREET EXI
103710b0-4637-3727-bef8-996218a88610,3.2151875,./data/newmock/Philadelphia_sync/103710b0-4637-3727-bef8-996218a88610/103710b0-4637-3727-bef8-996218a88610.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'philadelphia'}]},NO TODAY IN PHILADELPHIA THERE'S NO CHANCE OF SNO
c8117e76-769a-3ff7-863c-505c2c1f80f5,3.3524375,./data/Navigation/cleaned_navi/51sync/c8117e76-769a-3ff7-863c-505c2c1f80f5/c8117e76-769a-3ff7-863c-505c2c1f80f5.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'luna avenue'}| {'type': 'intent'| 'filler': 'turn left'}| {'type': 'road'| 'filler': 'jutland drive'}]}, turn right on the lana avenue then turn left onto dublin driv
42330d30-c471-3951-b4f8-66c05bb255aa,3.3460625,./data/newmock/GrandRapids_sync/42330d30-c471-3951-b4f8-66c05bb255aa/42330d30-c471-3951-b4f8-66c05bb255aa.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'grand rapids'}]},THERE'S A GOOD CHANCE OF RAIN IN GRAND RAPIDS SATURDAY AT FOUR A.M
352fa02a-7dcd-37a0-92ba-38a049c47a16,4.93525,./data/newmock/Boston_sync/352fa02a-7dcd-37a0-92ba-38a049c47a16/352fa02a-7dcd-37a0-92ba-38a049c47a16.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'boston'}]},IT'S LIKE TODAY IN BOSTON THERE'S A GOOD CHANCE OF RAIN FROM NOW UNTIL ABOUT SIX P
2294ff17-b695-39f8-8867-2e89652145630,4.8993125,./data/ny_navi/2294ff17-b695-39f8-8867-2e8965214563/2294ff17-b695-39f8-8867-2e8965214563.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'stay'}| {'type': 'road'| 'filler': 'williamsburg bridge'}]}, IN A QUARTER MILE USE THE LEFT TWO LANES TO TURN SLIGHTLY LEFT TO STAY ON WILLIAMSBURG BRIDG
46e65787-23e3-30fc-a5c9-37b30d0c7cfb,3.8299375,./data/newmock/Yonkers_sync/46e65787-23e3-30fc-a5c9-37b30d0c7cfb/46e65787-23e3-30fc-a5c9-37b30d0c7cfb.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'yonkers'}]},YONKERS TOMORROW. I HAVE THIRTY TWO AND A LOW OF NINETEE
206cc10b-81b2-32df-8851-ec9b6070c273,4.961,./data/cleantime/206cc10b-81b2-32df-8851-ec9b6070c273/206cc10b-81b2-32df-8851-ec9b6070c273.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'austin'}]},TIME IN AUSTIN TEXAS UNITED STATES IS 1:40 A.M. ON TUESDA
7e8dbbb9-bfaf-3b29-802d-d6f10fbbb227,1.8086875,./data/Reminder/7e8dbbb9-bfaf-3b29-802d-d6f10fbbb227/7e8dbbb9-bfaf-3b29-802d-d6f10fbbb227.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on third'}]}, sure i'll remind you on 3r
50b8edce-a515-398c-b45f-11e15acb126e,5.939125,./data/newmock/Indianapolis_sync/50b8edce-a515-398c-b45f-11e15acb126e/50b8edce-a515-398c-b45f-11e15acb126e.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'indianapolis'}]},NO IT WON'T BE WINDY IN INDIANAPOLIS TOMORROW THEY'LL BE SIX MILE PER HOUR WINDS COMING FROM THE NORTHEAS
01aa5b7e-e60f-35d4-bece-7f355b177939,3.597,./data/cleansun/01aa5b7e-e60f-35d4-bece-7f355b177939/01aa5b7e-e60f-35d4-bece-7f355b177939.wav,{'action': 'sun'| 'entities': [{'type': 'city'| 'filler': 'cleveland'}]},TODAY THE SUN WILL SET AT 5:10 P.M
2ab49907-7337-3d65-ac8e-c4a39ab45f2e,2.5586875,./data/Reminder/2ab49907-7337-3d65-ac8e-c4a39ab45f2e/2ab49907-7337-3d65-ac8e-c4a39ab45f2e.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on monday at ten am'}]}, remind you on monday at 10 a.m
0e3d2650-3425-3bda-8e85-68297861e9f2,3.8875625,./data/Navigation/cleaned_navi/96sync/0e3d2650-3425-3bda-8e85-68297861e9f2/0e3d2650-3425-3bda-8e85-68297861e9f2.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'stay'}| {'type': 'road'| 'filler': 'california fifty-two east'}]}, in a quarter mile continue straight to stay on california 52 eas
5fec37da-d4c9-3e27-87ab-7638b805a35c,4.4416875,./data/Reminder/5fec37da-d4c9-3e27-87ab-7638b805a35c/5fec37da-d4c9-3e27-87ab-7638b805a35c.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'return shoes to amazon'}]}, return shoes to amazon when do you want to be reminde
7d7b2da3-85cf-3187-add5-df8b6a602148,3.7579375,./data/newmock/Bakersfield_sync/7d7b2da3-85cf-3187-add5-df8b6a602148/7d7b2da3-85cf-3187-add5-df8b6a602148.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'bakersfield'}]},BAKERSFIELD TODAY EXPECT A HIGH OF THIRTY EIGHT A LOW OF FOURTEE
e6229666-3f3a-39ed-ac6c-c4a378a07df7,6.4305,./data/newmock/Bakersfield_sync/e6229666-3f3a-39ed-ac6c-c4a378a07df7/e6229666-3f3a-39ed-ac6c-c4a378a07df7.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'bakersfield'}]},SATURDAY WILL BE A WINDY DAY IN BAKERSFIELD THE WIND WILL COME FROM THE NORTHWEST AT THIRTY TWO KILOMETERS PER HOU
6c1f32b5-ca37-3a47-9978-d4a8784f6944,4.0119375,./data/Reminder/6c1f32b5-ca37-3a47-9978-d4a8784f6944/6c1f32b5-ca37-3a47-9978-d4a8784f6944.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'order the pizza'}]}, order the pizza when do you want to be reminde
b87a5ffb-c4e1-33bf-bb86-75981ea3f8be,3.1561875,./data/Reminder/b87a5ffb-c4e1-33bf-bb86-75981ea3f8be/b87a5ffb-c4e1-33bf-bb86-75981ea3f8be.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on july nineteenth at seven am'}]}, i'll remind you on july 19th at 7 a.m
10de5de1-61b6-3b3c-981d-cde6a1bbdb42,2.5135625,./data/Reminder/10de5de1-61b6-3b3c-981d-cde6a1bbdb42/10de5de1-61b6-3b3c-981d-cde6a1bbdb42.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow at five pm'}]}, i'll remind you tomorrow at 5 p.m
c6e34e28-e358-34a2-89fd-844ef402224a,4.712,./data/cleantime/c6e34e28-e358-34a2-89fd-844ef402224a/c6e34e28-e358-34a2-89fd-844ef402224a.wav,{'action': 'time'| 'entities': [{'type': 'city'| 'filler': 'seattle'}]},TIME IN SEATTLE WASHINGTON UNITED STATES IS FOR 11 P.M
607da429-4329-3ac7-b327-32e5b4cf1824,3.845125,./data/newmock/Detroit_sync/607da429-4329-3ac7-b327-32e5b4cf1824/607da429-4329-3ac7-b327-32e5b4cf1824.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'detroit'}]},THURSDAY IN DETROIT EXPECT A HIGH OF SIXTY EIGHT AND A LOW OF FORTY FIV
925b61e3-4722-3449-bf87-53b4c3b41aa1,3.3674375,./data/newmock/LasVegas_sync/925b61e3-4722-3449-bf87-53b4c3b41aa1/925b61e3-4722-3449-bf87-53b4c3b41aa1.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'las vegas'}]},THE LOW TEMPERATURE IN LAS VEGAS THURSDAY WILL BE SEVENTY DEGREE
b5752b2d-6628-3498-88e8-6043838000dd,3.6691875,./data/Reminder/b5752b2d-6628-3498-88e8-6043838000dd/b5752b2d-6628-3498-88e8-6043838000dd.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'pick up tickets to my concert'}]}, when do you want to be reminde
ae62db27-1156-3823-a6d8-f35cdc5ad125,2.4886875,./data/Reminder/ae62db27-1156-3823-a6d8-f35cdc5ad125/ae62db27-1156-3823-a6d8-f35cdc5ad125.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow at eight pm'}]}, i'll remind you tomorrow at 8 p.m
7dc632a7-0c5d-391c-8ec2-9392939cea88,6.821,./data/cleanair/7dc632a7-0c5d-391c-8ec2-9392939cea88/7dc632a7-0c5d-391c-8ec2-9392939cea88.wav,{'action': 'air'| 'entities': [{'type': 'city'| 'filler': 'louisville'}]},ACCORDING TO ARE NOW THE AIR QUALITY NEAR THE CENTER OF LOUISVILLE IS GOOD WITH AN INDEX RANGING FROM 27 TO 3
c9db4a47-ea41-33b1-8b10-21794dd5e5a5,3.8695,./data/Reminder/c9db4a47-ea41-33b1-8b10-21794dd5e5a5/c9db4a47-ea41-33b1-8b10-21794dd5e5a5.wav,{'action': 'reminder'| 'entities': [{'type': 'todo'| 'filler': 'take survey'}]}, take survey when do you want to be reminde
8c1af404-8b73-383c-854c-abde77a719c7,2.4701875,./data/Navigation/cleaned_navi/195sync/8c1af404-8b73-383c-854c-abde77a719c7/8c1af404-8b73-383c-854c-abde77a719c7.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'aero drive'}]}, in a quarter mile turn right onto aero driv
91c9bdbc-ddfb-36ba-a3bc-6dbbabeb8fdb,3.9759375,./data/newmock/Fremont_sync/91c9bdbc-ddfb-36ba-a3bc-6dbbabeb8fdb/91c9bdbc-ddfb-36ba-a3bc-6dbbabeb8fdb.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'fremont'}]},PROBABLY NOT TONIGHT IN FREMONT THERE'S ONLY A VERY SLIGHT CHANCE OF RAI
746c4a2d-b96c-3ce0-b1ec-e846e0bdcbde,3.045,./data/newmock/LongBeach_sync/746c4a2d-b96c-3ce0-b1ec-e846e0bdcbde/746c4a2d-b96c-3ce0-b1ec-e846e0bdcbde.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'long beach'}]},NO TODAY IN LONG BEACH THERE'S NO CHANCE OF SNO
782635a7-3e5a-3e64-8019-1d8f4aa440b2,6.574,./data/cleanstock/782635a7-3e5a-3e64-8019-1d8f4aa440b2/782635a7-3e5a-3e64-8019-1d8f4aa440b2.wav,{'action': 'stock'| 'entities': [{'type': 'company'| 'filler': 'jp morgan chase and co'}]},JPMORGAN CHASE & CO CLOSED DOWN 0.16% TODAY AT *125.8
55af5484-9377-3c8e-92fd-22691913589e,3.0316875,./data/newmock/GrandRapids_sync/55af5484-9377-3c8e-92fd-22691913589e/55af5484-9377-3c8e-92fd-22691913589e.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'grand rapids'}]},TEMPERATURE IN GRAND RAPIDS RIGHT NOW IS TWENTY SIX DEGREE
187bc657-629e-3a16-bd2e-42ba143b7b68,2.446,./data/Reminder/187bc657-629e-3a16-bd2e-42ba143b7b68/187bc657-629e-3a16-bd2e-42ba143b7b68.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'tomorrow at six pm'}]}, sure i'll remind you tomorrow at 6 p.m
b6ca38ae-c62c-36d5-8a02-97d9aaf88db30,3.762,./data/ny_navi/b6ca38ae-c62c-36d5-8a02-97d9aaf88db3/b6ca38ae-c62c-36d5-8a02-97d9aaf88db3.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'i four ninety-five east'}]}, TAKE THE RAMP ON THE LEFT I 495 EAS
719d1c9c-e39a-3161-889b-897b475f384b,3.5770625,./data/newmock/Jacksonville_sync/719d1c9c-e39a-3161-889b-897b475f384b/719d1c9c-e39a-3161-889b-897b475f384b.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'jacksonville'}]},THE RAIN IN JACKSONVILLE TODAY FROM ONE PM TO FOUR A.M
80e42049-ba07-3055-bd26-91d2e3fcb0de,3.256875,./data/Reminder/80e42049-ba07-3055-bd26-91d2e3fcb0de/80e42049-ba07-3055-bd26-91d2e3fcb0de.wav,{'action': 'reminder'| 'entities': [{'type': 'time'| 'filler': 'on july nineteenth at seven am'}]}, remind me on july 19th at 7 a.m
ab6bda23-3821-329e-b741-5014847782ee,3.29675,./data/newmock/Charlotte_sync/ab6bda23-3821-329e-b741-5014847782ee/ab6bda23-3821-329e-b741-5014847782ee.wav,{'action': 'weather'| 'entities': [{'type': 'city'| 'filler': 'charlotte'}]},CHARLOTTE TODAY YOU CAN EXPECT A LOW OF FORTY FOUR DEGREE
fb338d23-2f32-3fe4-be87-713be440ab8c,3.948375,./data/Navigation/cleaned_navi/112sync/fb338d23-2f32-3fe4-be87-713be440ab8c/fb338d23-2f32-3fe4-be87-713be440ab8c.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'turn left'}| {'type': 'road'| 'filler': 'camino ruiz'}]}, in a quarter mile use the left two lanes to turn left onto camino rui
cb4b40aa-b870-353f-9d6f-e7d1c088e607,4.711,./data/Navigation/cleaned_navi/126sync/cb4b40aa-b870-353f-9d6f-e7d1c088e607/cb4b40aa-b870-353f-9d6f-e7d1c088e607.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take the next left'}| {'type': 'road'| 'filler': 'carroll canyon road'}| {'type': 'intent'| 'filler': 'turn right'}| {'type': 'road'| 'filler': 'i fifteen south'}]}, canyon road canyon road then turn right onto the ram
b9793cda-63c1-30d1-86e5-5337b18bb6b50,3.0846875,./data/ny_navi/b9793cda-63c1-30d1-86e5-5337b18bb6b5/b9793cda-63c1-30d1-86e5-5337b18bb6b5.wav,{'action': 'navigation'| 'entities': [{'type': 'intent'| 'filler': 'take'}| {'type': 'road'| 'filler': 'exit five b'}| {'type': 'intent'| 'filler': 'merge'}| {'type': 'road'| 'filler': 'cross bronx'}]}, TAKE EXIT 5B THEN MERGE ON THE CROSS BRONX SERVICE ROAD SOUT
